source_image,cow_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,saved_path
LabeledImages/KQ25004336_3.jpg,KQ25004336,291,378,718,824,train/KQ25004336/KQ25004336_3_label.jpg
LabeledImages/KQ25004337_4.jpg,KQ25004337,0,147,720,1143,train/KQ25004337/KQ25004337_4_label.jpg
LabeledImages/KQ25004338_5.jpg,KQ25004338,203,364,545,746,train/KQ25004338/KQ25004338_5_label.jpg
LabeledImages/KQ25004341_3.jpg,KQ25004341,228,444,567,899,train/KQ25004341/KQ25004341_3_label.jpg
LabeledImages/KQ25004341_4.jpg,KQ25004341,220,235,720,883,train/KQ25004341/KQ25004341_4_label.jpg
LabeledImages/KQ25004341_5.jpg,KQ25004341,203,258,673,835,train/KQ25004341/KQ25004341_5_label.jpg
LabeledImages/KQ25004342_1.jpg,KQ25004342,153,0,1279,1467,train/KQ25004342/KQ25004342_1_label.jpg
LabeledImages/KQ25004342_2.jpg,KQ25004342,221,90,1217,1180,train/KQ25004342/KQ25004342_2_label.jpg
LabeledImages/KQ25004345_2.jpg,KQ25004345,74,135,720,900,train/KQ25004345/KQ25004345_2_label.jpg
LabeledImages/KQ25004346_1.jpg,KQ25004346,81,509,536,1068,train/KQ25004346/KQ25004346_1_label.jpg
LabeledImages/KQ25004346_4.jpg,KQ25004346,42,283,561,924,train/KQ25004346/KQ25004346_4_label.jpg
LabeledImages/KQ25004347_4.jpg,KQ25004347,91,424,641,1133,train/KQ25004347/KQ25004347_4_label.jpg
LabeledImages/KQ25004349_2.jpg,KQ25004349,104,341,720,974,train/KQ25004349/KQ25004349_2_label.jpg
LabeledImages/KQ25004350_2.jpg,KQ25004350,0,0,720,799,train/KQ25004350/KQ25004350_2_label.jpg
LabeledImages/KQ25004350_5.jpg,KQ25004350,104,542,720,1273,train/KQ25004350/KQ25004350_5_label.jpg
LabeledImages/KQ25004352_1.jpg,KQ25004352,0,0,720,1229,train/KQ25004352/KQ25004352_1_label.jpg
LabeledImages/KQ25004357_2.jpg,KQ25004357,328,0,1231,911,train/KQ25004357/KQ25004357_2_label.jpg
LabeledImages/KQ25004359_3.jpg,KQ25004359,9,107,1203,1469,train/KQ25004359/KQ25004359_3_label.jpg
LabeledImages/KQ25004360_2.jpg,KQ25004360,1,206,720,1062,train/KQ25004360/KQ25004360_2_label.jpg
LabeledImages/KQ25004364_1.jpg,KQ25004364,233,230,517,630,train/KQ25004364/KQ25004364_1_label.jpg
LabeledImages/KQ25004365_1.jpg,KQ25004365,98,36,663,790,train/KQ25004365/KQ25004365_1_label.jpg
LabeledImages/KQ25004365_4.jpg,KQ25004365,125,505,537,1027,train/KQ25004365/KQ25004365_4_label.jpg
LabeledImages/KQ25004367_1.jpg,KQ25004367,0,98,720,1075,train/KQ25004367/KQ25004367_1_label.jpg
LabeledImages/KQ25004367_2.jpg,KQ25004367,0,110,667,1055,train/KQ25004367/KQ25004367_2_label.jpg
LabeledImages/KQ25004371_2.jpg,KQ25004371,19,288,720,1052,train/KQ25004371/KQ25004371_2_label.jpg
LabeledImages/KQ25004371_3.jpg,KQ25004371,0,219,720,1041,train/KQ25004371/KQ25004371_3_label.jpg
LabeledImages/KQ25004373_1.jpg,KQ25004373,0,187,720,1042,train/KQ25004373/KQ25004373_1_label.jpg
LabeledImages/KQ25004373_2.jpg,KQ25004373,0,213,720,1097,train/KQ25004373/KQ25004373_2_label.jpg
LabeledImages/KQ25004373_5.jpg,KQ25004373,0,286,720,1099,train/KQ25004373/KQ25004373_5_label.jpg
LabeledImages/KQ25004375_2.jpg,KQ25004375,141,76,720,682,train/KQ25004375/KQ25004375_2_label.jpg
LabeledImages/KQ25004375_4.jpg,KQ25004375,0,117,720,1101,train/KQ25004375/KQ25004375_4_label.jpg
LabeledImages/KQ25004379_2.jpg,KQ25004379,0,124,600,885,train/KQ25004379/KQ25004379_2_label.jpg
LabeledImages/KQ25004379_5.jpg,KQ25004379,89,182,676,1025,train/KQ25004379/KQ25004379_5_label.jpg
LabeledImages/KQ25004380_1.jpg,KQ25004380,0,0,720,905,train/KQ25004380/KQ25004380_1_label.jpg
LabeledImages/KQ25004380_5.jpg,KQ25004380,95,55,720,929,train/KQ25004380/KQ25004380_5_label.jpg
LabeledImages/KQ25004381_2.jpg,KQ25004381,129,98,630,758,train/KQ25004381/KQ25004381_2_label.jpg
LabeledImages/KQ25004382_1.jpg,KQ25004382,68,209,685,995,train/KQ25004382/KQ25004382_1_label.jpg
LabeledImages/KQ25004382_2.jpg,KQ25004382,23,199,717,1033,train/KQ25004382/KQ25004382_2_label.jpg
LabeledImages/KQ25004382_5.jpg,KQ25004382,145,205,711,899,train/KQ25004382/KQ25004382_5_label.jpg
LabeledImages/KQ25004383_1.jpg,KQ25004383,105,239,701,810,train/KQ25004383/KQ25004383_1_label.jpg
LabeledImages/KQ25004383_3.jpg,KQ25004383,0,55,720,932,train/KQ25004383/KQ25004383_3_label.jpg
LabeledImages/KQ25004383_4.jpg,KQ25004383,149,309,577,725,train/KQ25004383/KQ25004383_4_label.jpg
LabeledImages/KQ25004383_5.jpg,KQ25004383,0,219,720,922,train/KQ25004383/KQ25004383_5_label.jpg
LabeledImages/KQ25004384_1.jpg,KQ25004384,0,0,720,1069,train/KQ25004384/KQ25004384_1_label.jpg
LabeledImages/KQ25004384_2.jpg,KQ25004384,0,34,720,1002,train/KQ25004384/KQ25004384_2_label.jpg
LabeledImages/KQ25004385_1.jpg,KQ25004385,106,314,675,926,train/KQ25004385/KQ25004385_1_label.jpg
LabeledImages/KQ25004385_3.jpg,KQ25004385,139,306,714,1042,train/KQ25004385/KQ25004385_3_label.jpg
LabeledImages/KQ25004385_5.jpg,KQ25004385,55,195,657,867,train/KQ25004385/KQ25004385_5_label.jpg
LabeledImages/KQ25004386_5.jpg,KQ25004386,0,286,635,1407,train/KQ25004386/KQ25004386_5_label.jpg
LabeledImages/KQ25004387_1.jpg,KQ25004387,1,0,720,784,train/KQ25004387/KQ25004387_1_label.jpg
LabeledImages/KQ25004388_4.jpg,KQ25004388,56,39,720,901,train/KQ25004388/KQ25004388_4_label.jpg
LabeledImages/KQ25004391_2.jpg,KQ25004391,0,211,720,1148,train/KQ25004391/KQ25004391_2_label.jpg
LabeledImages/KQ25004392_2.jpg,KQ25004392,56,306,720,1106,train/KQ25004392/KQ25004392_2_label.jpg
LabeledImages/KQ25004393_4.jpg,KQ25004393,54,71,683,850,train/KQ25004393/KQ25004393_4_label.jpg
LabeledImages/KQ25004394_1.jpg,KQ25004394,62,185,720,961,train/KQ25004394/KQ25004394_1_label.jpg
LabeledImages/KQ25004395_2.jpg,KQ25004395,63,377,668,966,train/KQ25004395/KQ25004395_2_label.jpg
LabeledImages/KQ25004397_1.jpg,KQ25004397,56,158,720,964,train/KQ25004397/KQ25004397_1_label.jpg
LabeledImages/KQ25004398_3.jpg,KQ25004398,0,214,720,1382,train/KQ25004398/KQ25004398_3_label.jpg
LabeledImages/KQ25004402_5.jpg,KQ25004402,122,270,593,765,train/KQ25004402/KQ25004402_5_label.jpg
LabeledImages/KQ25004407_1.jpg,KQ25004407,19,246,676,952,train/KQ25004407/KQ25004407_1_label.jpg
LabeledImages/KQ25004407_3.jpg,KQ25004407,108,290,640,880,train/KQ25004407/KQ25004407_3_label.jpg
LabeledImages/KQ25004407_4.jpg,KQ25004407,0,124,584,775,train/KQ25004407/KQ25004407_4_label.jpg
LabeledImages/KQ25004501_3.jpg,KQ25004501,165,27,1223,1273,train/KQ25004501/KQ25004501_3_label.jpg
LabeledImages/KQ25004501_4.jpg,KQ25004501,0,591,939,1416,train/KQ25004501/KQ25004501_4_label.jpg
LabeledImages/KQ25004504_3.jpg,KQ25004504,44,244,1279,1315,train/KQ25004504/KQ25004504_3_label.jpg
LabeledImages/KQ25004506_2.jpg,KQ25004506,0,0,1279,1447,train/KQ25004506/KQ25004506_2_label.jpg
LabeledImages/KQ25004507_3.jpg,KQ25004507,206,177,1193,1179,train/KQ25004507/KQ25004507_3_label.jpg
LabeledImages/KQ25004512_1.jpg,KQ25004512,295,295,958,1029,train/KQ25004512/KQ25004512_1_label.jpg
LabeledImages/KQ25004512_2.jpg,KQ25004512,0,0,1051,1336,train/KQ25004512/KQ25004512_2_label.jpg
LabeledImages/KQ25004513_3.jpg,KQ25004513,0,43,1279,1401,train/KQ25004513/KQ25004513_3_label.jpg
LabeledImages/KQ25004513_4.jpg,KQ25004513,0,49,1279,1395,train/KQ25004513/KQ25004513_4_label.jpg
LabeledImages/KQ25004514_1.jpg,KQ25004514,0,0,1279,1487,train/KQ25004514/KQ25004514_1_label.jpg
LabeledImages/KQ25004515_1.jpg,KQ25004515,306,0,1047,971,train/KQ25004515/KQ25004515_1_label.jpg
LabeledImages/KQ25004516_1.jpg,KQ25004516,25,256,998,1200,train/KQ25004516/KQ25004516_1_label.jpg
LabeledImages/KQ25004516_4.jpg,KQ25004516,306,308,1235,1198,train/KQ25004516/KQ25004516_4_label.jpg
LabeledImages/KQ25004517_4.jpg,KQ25004517,12,67,1138,1342,train/KQ25004517/KQ25004517_4_label.jpg
LabeledImages/KQ25004520_1.jpg,KQ25004520,0,177,1270,1374,train/KQ25004520/KQ25004520_1_label.jpg
LabeledImages/KQ25004520_2.jpg,KQ25004520,274,204,1279,1444,train/KQ25004520/KQ25004520_2_label.jpg
LabeledImages/KQ25004521_5.jpg,KQ25004521,296,0,1279,1252,train/KQ25004521/KQ25004521_5_label.jpg
LabeledImages/KQ25004522_2.jpg,KQ25004522,328,91,1092,1288,train/KQ25004522/KQ25004522_2_label.jpg
LabeledImages/KQ25004522_3.jpg,KQ25004522,0,64,1279,1477,train/KQ25004522/KQ25004522_3_label.jpg
LabeledImages/KQ25004524_3.jpg,KQ25004524,52,0,1279,1344,train/KQ25004524/KQ25004524_3_label.jpg
LabeledImages/KQ25004538_5.jpg,KQ25004538,79,0,1279,1375,train/KQ25004538/KQ25004538_5_label.jpg
LabeledImages/KQ25004568_4.jpg,KQ25004568,155,189,1279,1305,train/KQ25004568/KQ25004568_4_label.jpg
LabeledImages/KQ25004576_3.jpg,KQ25004576,231,81,1279,1305,train/KQ25004576/KQ25004576_3_label.jpg
LabeledImages/KQ25004578_4.jpg,KQ25004578,0,123,1279,1331,train/KQ25004578/KQ25004578_4_label.jpg
LabeledImages/KQ25004588_3.jpg,KQ25004588,170,0,1279,1413,train/KQ25004588/KQ25004588_3_label.jpg
LabeledImages/KQ25004588_4.jpg,KQ25004588,0,0,973,1455,train/KQ25004588/KQ25004588_4_label.jpg
LabeledImages/KQ25004599_3.jpg,KQ25004599,177,78,1173,1252,train/KQ25004599/KQ25004599_3_label.jpg
LabeledImages/KQ25004902_2.jpg,KQ25004902,4,220,720,1006,train/KQ25004902/KQ25004902_2_label.jpg
LabeledImages/KQ25004903_4.jpg,KQ25004903,0,155,720,1148,train/KQ25004903/KQ25004903_4_label.jpg
LabeledImages/KQ25004904_5.jpg,KQ25004904,71,116,720,945,train/KQ25004904/KQ25004904_5_label.jpg
LabeledImages/KQ25004906_1.jpg,KQ25004906,195,320,705,940,train/KQ25004906/KQ25004906_1_label.jpg
LabeledImages/KQ25004907_5.jpg,KQ25004907,0,324,720,1373,train/KQ25004907/KQ25004907_5_label.jpg
LabeledImages/KQ25004909_2.jpg,KQ25004909,0,123,720,978,train/KQ25004909/KQ25004909_2_label.jpg
LabeledImages/KQ25004910_5.jpg,KQ25004910,0,147,720,1028,train/KQ25004910/KQ25004910_5_label.jpg
LabeledImages/KQ25004912_1.jpg,KQ25004912,66,340,665,933,train/KQ25004912/KQ25004912_1_label.jpg
LabeledImages/KQ25004913_3.jpg,KQ25004913,16,277,720,980,train/KQ25004913/KQ25004913_3_label.jpg
LabeledImages/KQ25004914_1.jpg,KQ25004914,147,273,720,1000,train/KQ25004914/KQ25004914_1_label.jpg
LabeledImages/KQ25004915_4.jpg,KQ25004915,33,101,720,1185,train/KQ25004915/KQ25004915_4_label.jpg
LabeledImages/KQ25004918_2.jpg,KQ25004918,7,200,720,1309,train/KQ25004918/KQ25004918_2_label.jpg
LabeledImages/KQ25004919_1.jpg,KQ25004919,0,248,655,978,train/KQ25004919/KQ25004919_1_label.jpg
LabeledImages/KQ25004919_3.jpg,KQ25004919,91,228,632,854,train/KQ25004919/KQ25004919_3_label.jpg
LabeledImages/KQ25004920_1.jpg,KQ25004920,0,93,720,1110,train/KQ25004920/KQ25004920_1_label.jpg
LabeledImages/KQ25004920_3.jpg,KQ25004920,0,327,720,1204,train/KQ25004920/KQ25004920_3_label.jpg
LabeledImages/KQ25004920_4.jpg,KQ25004920,0,335,720,1166,train/KQ25004920/KQ25004920_4_label.jpg
LabeledImages/KQ25004921_2.jpg,KQ25004921,156,380,675,829,train/KQ25004921/KQ25004921_2_label.jpg
LabeledImages/KQ25004921_3.jpg,KQ25004921,0,192,720,934,train/KQ25004921/KQ25004921_3_label.jpg
LabeledImages/KQ25004922_1.jpg,KQ25004922,158,212,720,808,train/KQ25004922/KQ25004922_1_label.jpg
LabeledImages/KQ25004922_5.jpg,KQ25004922,182,313,720,899,train/KQ25004922/KQ25004922_5_label.jpg
LabeledImages/KQ25004925_1.jpg,KQ25004925,213,322,638,765,train/KQ25004925/KQ25004925_1_label.jpg
LabeledImages/KQ25004925_2.jpg,KQ25004925,203,279,714,825,train/KQ25004925/KQ25004925_2_label.jpg
LabeledImages/KQ25004925_3.jpg,KQ25004925,24,186,720,986,train/KQ25004925/KQ25004925_3_label.jpg
LabeledImages/KQ25004933_3.jpg,KQ25004933,0,218,720,1288,train/KQ25004933/KQ25004933_3_label.jpg
LabeledImages/KQ25004937_1.jpg,KQ25004937,0,207,720,1157,train/KQ25004937/KQ25004937_1_label.jpg
LabeledImages/KQ25004937_4.jpg,KQ25004937,0,36,720,1127,train/KQ25004937/KQ25004937_4_label.jpg
LabeledImages/KQ25004939_2.jpg,KQ25004939,0,0,720,1084,train/KQ25004939/KQ25004939_2_label.jpg
LabeledImages/KQ25004941_4.jpg,KQ25004941,67,165,714,1014,train/KQ25004941/KQ25004941_4_label.jpg
LabeledImages/KQ25004942_5.jpg,KQ25004942,113,259,720,922,train/KQ25004942/KQ25004942_5_label.jpg
LabeledImages/KQ25004943_1.jpg,KQ25004943,112,251,720,911,train/KQ25004943/KQ25004943_1_label.jpg
LabeledImages/KQ25004943_2.jpg,KQ25004943,74,150,720,897,train/KQ25004943/KQ25004943_2_label.jpg
LabeledImages/KQ25004944_2.jpg,KQ25004944,129,214,679,898,train/KQ25004944/KQ25004944_2_label.jpg
LabeledImages/KQ25004945_3.jpg,KQ25004945,0,77,720,888,train/KQ25004945/KQ25004945_3_label.jpg
LabeledImages/KQ25004946_1.jpg,KQ25004946,0,164,720,1026,train/KQ25004946/KQ25004946_1_label.jpg
LabeledImages/KQ25004946_2.jpg,KQ25004946,0,143,720,1105,train/KQ25004946/KQ25004946_2_label.jpg
LabeledImages/KQ25004947_1.jpg,KQ25004947,0,191,720,1249,train/KQ25004947/KQ25004947_1_label.jpg
LabeledImages/KQ25004947_3.jpg,KQ25004947,176,325,720,942,train/KQ25004947/KQ25004947_3_label.jpg
LabeledImages/KQ25004949_1.jpg,KQ25004949,0,288,720,1286,train/KQ25004949/KQ25004949_1_label.jpg
LabeledImages/KQ25004950_4.jpg,KQ25004950,117,122,720,1004,train/KQ25004950/KQ25004950_4_label.jpg
LabeledImages/KQ25004954_2.jpg,KQ25004954,0,30,720,1087,train/KQ25004954/KQ25004954_2_label.jpg
LabeledImages/KQ25004954_3.jpg,KQ25004954,0,123,720,1151,train/KQ25004954/KQ25004954_3_label.jpg
LabeledImages/KQ25004955_1.jpg,KQ25004955,56,297,720,1058,train/KQ25004955/KQ25004955_1_label.jpg
LabeledImages/KQ25004955_2.jpg,KQ25004955,235,531,549,845,train/KQ25004955/KQ25004955_2_label.jpg
LabeledImages/KQ25004955_4.jpg,KQ25004955,149,447,693,1021,train/KQ25004955/KQ25004955_4_label.jpg
LabeledImages/KQ25004958_5.jpg,KQ25004958,0,73,720,930,train/KQ25004958/KQ25004958_5_label.jpg
LabeledImages/KQ25004959_1.jpg,KQ25004959,0,140,720,1039,train/KQ25004959/KQ25004959_1_label.jpg
LabeledImages/KQ25004969_2.jpg,KQ25004969,0,337,614,997,train/KQ25004969/KQ25004969_2_label.jpg
LabeledImages/KQ25004970_5.jpg,KQ25004970,152,121,720,945,train/KQ25004970/KQ25004970_5_label.jpg
LabeledImages/KQ25004971_1.jpg,KQ25004971,0,136,720,1136,train/KQ25004971/KQ25004971_1_label.jpg
LabeledImages/KQ25004971_3.jpg,KQ25004971,54,199,671,963,train/KQ25004971/KQ25004971_3_label.jpg
LabeledImages/KQ25004974_2.jpg,KQ25004974,93,317,649,870,train/KQ25004974/KQ25004974_2_label.jpg
LabeledImages/KQ25004975_2.jpg,KQ25004975,71,69,720,879,train/KQ25004975/KQ25004975_2_label.jpg
LabeledImages/KQ25004975_5.jpg,KQ25004975,0,25,720,896,train/KQ25004975/KQ25004975_5_label.jpg
LabeledImages/KQ25004978_2.jpg,KQ25004978,0,346,628,927,train/KQ25004978/KQ25004978_2_label.jpg
LabeledImages/KQ25004981_2.jpg,KQ25004981,0,461,720,1154,train/KQ25004981/KQ25004981_2_label.jpg
LabeledImages/KQ25004981_4.jpg,KQ25004981,98,472,663,1037,train/KQ25004981/KQ25004981_4_label.jpg
LabeledImages/KQ25004984_2.jpg,KQ25004984,0,307,720,1015,train/KQ25004984/KQ25004984_2_label.jpg
LabeledImages/KQ25004984_5.jpg,KQ25004984,187,304,581,655,train/KQ25004984/KQ25004984_5_label.jpg
LabeledImages/KQ25004988_1.jpg,KQ25004988,0,60,720,1121,train/KQ25004988/KQ25004988_1_label.jpg
LabeledImages/KQ25004991_5.jpg,KQ25004991,15,58,720,932,train/KQ25004991/KQ25004991_5_label.jpg
LabeledImages/KQ25004993_4.jpg,KQ25004993,0,248,720,1097,train/KQ25004993/KQ25004993_4_label.jpg
LabeledImages/KQ25004993_5.jpg,KQ25004993,24,264,720,1065,train/KQ25004993/KQ25004993_5_label.jpg
LabeledImages/KQ25004994_2.jpg,KQ25004994,0,160,649,1105,train/KQ25004994/KQ25004994_2_label.jpg
LabeledImages/KQ25004994_4.jpg,KQ25004994,0,219,611,1105,train/KQ25004994/KQ25004994_4_label.jpg
LabeledImages/KQ25004995_2.jpg,KQ25004995,0,148,720,1176,train/KQ25004995/KQ25004995_2_label.jpg
LabeledImages/KQ25004997_1.jpg,KQ25004997,0,156,720,1195,train/KQ25004997/KQ25004997_1_label.jpg
LabeledImages/KQ25004997_4.jpg,KQ25004997,0,141,673,955,train/KQ25004997/KQ25004997_4_label.jpg
LabeledImages/KQ25005000_2.jpg,KQ25005000,105,177,710,996,train/KQ25005000/KQ25005000_2_label.jpg
LabeledImages/KQ25005000_3.jpg,KQ25005000,74,10,720,964,train/KQ25005000/KQ25005000_3_label.jpg
LabeledImages/KQ25005202_1.jpg,KQ25005202,0,15,1279,1510,train/KQ25005202/KQ25005202_1_label.jpg
LabeledImages/KQ25005202_2.jpg,KQ25005202,0,190,974,1214,train/KQ25005202/KQ25005202_2_label.jpg
LabeledImages/KQ25005202_4.jpg,KQ25005202,0,0,1044,1293,train/KQ25005202/KQ25005202_4_label.jpg
LabeledImages/KQ25005203_1.jpg,KQ25005203,183,77,1093,1126,train/KQ25005203/KQ25005203_1_label.jpg
LabeledImages/KQ25005203_5.jpg,KQ25005203,84,0,1653,1279,train/KQ25005203/KQ25005203_5_label.jpg
LabeledImages/KQ25005204_2.jpg,KQ25005204,337,11,1279,1101,train/KQ25005204/KQ25005204_2_label.jpg
LabeledImages/KQ25005205_3.jpg,KQ25005205,0,257,1047,1370,train/KQ25005205/KQ25005205_3_label.jpg
LabeledImages/KQ25005208_2.jpg,KQ25005208,0,0,1279,1456,train/KQ25005208/KQ25005208_2_label.jpg
LabeledImages/KQ25005209_4.jpg,KQ25005209,181,417,1087,1297,train/KQ25005209/KQ25005209_4_label.jpg
LabeledImages/KQ25005211_5.jpg,KQ25005211,13,276,1122,1483,train/KQ25005211/KQ25005211_5_label.jpg
LabeledImages/KQ25005217_3.jpg,KQ25005217,0,172,1246,1466,train/KQ25005217/KQ25005217_3_label.jpg
LabeledImages/KQ25005217_4.jpg,KQ25005217,141,53,1273,1241,train/KQ25005217/KQ25005217_4_label.jpg
LabeledImages/KQ25005218_3.jpg,KQ25005218,0,19,1279,1309,train/KQ25005218/KQ25005218_3_label.jpg
LabeledImages/KQ25005218_5.jpg,KQ25005218,170,15,1115,1082,train/KQ25005218/KQ25005218_5_label.jpg
LabeledImages/KQ25005221_3.jpg,KQ25005221,271,55,1122,1071,train/KQ25005221/KQ25005221_3_label.jpg
LabeledImages/KQ25005221_4.jpg,KQ25005221,0,32,1166,1498,train/KQ25005221/KQ25005221_4_label.jpg
LabeledImages/KQ25005223_4.jpg,KQ25005223,73,44,1076,1250,train/KQ25005223/KQ25005223_4_label.jpg
LabeledImages/KQ25005224_3.jpg,KQ25005224,40,92,1279,1344,train/KQ25005224/KQ25005224_3_label.jpg
LabeledImages/KQ25005225_1.jpg,KQ25005225,15,118,1279,1309,train/KQ25005225/KQ25005225_1_label.jpg
LabeledImages/KQ25005225_3.jpg,KQ25005225,26,313,1162,1290,train/KQ25005225/KQ25005225_3_label.jpg
LabeledImages/KQ25005226_1.jpg,KQ25005226,53,46,979,1201,train/KQ25005226/KQ25005226_1_label.jpg
LabeledImages/KQ25005227_1.jpg,KQ25005227,0,30,1279,1540,train/KQ25005227/KQ25005227_1_label.jpg
LabeledImages/KQ25005228_1.jpg,KQ25005228,0,0,1279,1706,train/KQ25005228/KQ25005228_1_label.jpg
LabeledImages/KQ25005229_1.jpg,KQ25005229,0,80,1279,1527,train/KQ25005229/KQ25005229_1_label.jpg
LabeledImages/KQ25005230_2.jpg,KQ25005230,0,0,1254,1395,train/KQ25005230/KQ25005230_2_label.jpg
LabeledImages/KQ25005230_3.jpg,KQ25005230,249,53,1279,1376,train/KQ25005230/KQ25005230_3_label.jpg
LabeledImages/KQ25005230_4.jpg,KQ25005230,0,0,1201,1238,train/KQ25005230/KQ25005230_4_label.jpg
LabeledImages/KQ25005231_1.jpg,KQ25005231,13,91,1279,1553,train/KQ25005231/KQ25005231_1_label.jpg
LabeledImages/KQ25005233_2.jpg,KQ25005233,0,135,1277,1589,train/KQ25005233/KQ25005233_2_label.jpg
LabeledImages/KQ25005233_3.jpg,KQ25005233,0,0,1279,1706,train/KQ25005233/KQ25005233_3_label.jpg
LabeledImages/KQ25005234_3.jpg,KQ25005234,0,0,1279,1557,train/KQ25005234/KQ25005234_3_label.jpg
LabeledImages/KQ25005235_4.jpg,KQ25005235,147,148,1279,1461,train/KQ25005235/KQ25005235_4_label.jpg
LabeledImages/KQ25005236_3.jpg,KQ25005236,84,16,1279,1243,train/KQ25005236/KQ25005236_3_label.jpg
LabeledImages/KQ25005237_2.jpg,KQ25005237,0,0,1279,1422,train/KQ25005237/KQ25005237_2_label.jpg
LabeledImages/KQ25005239_1.jpg,KQ25005239,181,123,1279,1204,train/KQ25005239/KQ25005239_1_label.jpg
LabeledImages/KQ25005240_3.jpg,KQ25005240,0,0,1279,1563,train/KQ25005240/KQ25005240_3_label.jpg
LabeledImages/KQ25005241_2.jpg,KQ25005241,215,0,1264,1209,train/KQ25005241/KQ25005241_2_label.jpg
LabeledImages/KQ25005243_1.jpg,KQ25005243,198,401,1117,1246,train/KQ25005243/KQ25005243_1_label.jpg
LabeledImages/KQ25005245_2.jpg,KQ25005245,165,322,1087,1240,train/KQ25005245/KQ25005245_2_label.jpg
LabeledImages/KQ25005245_4.jpg,KQ25005245,0,115,1215,1494,train/KQ25005245/KQ25005245_4_label.jpg
LabeledImages/KQ25005251_3.jpg,KQ25005251,0,0,1279,1385,train/KQ25005251/KQ25005251_3_label.jpg
