source_image,target_cow_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,score,saved_path
UnlabeldImages/KQ25064022/3581_KQ25064022_1.jpg,KQ25064022,269,228,907,937,0.9300336837768555,train/KQ25064022/3581_KQ25064022_1_det_93.jpg
UnlabeldImages/KQ25064022/6068_KQ25064022_3.jpg,KQ25064022,596,620,986,1083,0.9133921265602112,train/KQ25064022/6068_KQ25064022_3_det_91.jpg
UnlabeldImages/KQ25064023/2143_KQ25064023_2.jpg,KQ25064023,,,,,,
UnlabeldImages/KQ25064023/5394_KQ25064023_1.jpg,KQ25064023,457,388,808,737,0.9215458631515503,train/KQ25064023/5394_KQ25064023_1_det_92.jpg
UnlabeldImages/KQ25064023/7378_KQ25064023_3.jpg,KQ25064023,588,248,968,632,0.9305590391159058,train/KQ25064023/7378_KQ25064023_3_det_93.jpg
UnlabeldImages/KQ25064024/1153_KQ25064024_3.jpg,KQ25064024,,,,,,
UnlabeldImages/KQ25064024/4719_KQ25064024_2.jpg,KQ25064024,346.4276123046875,686.5891723632812,688.5194702148438,1018.8048706054688,0.2673141658306122,
UnlabeldImages/KQ25064024/5280_KQ25064024_1.jpg,KQ25064024,282,376,1039,1332,0.9143120050430298,train/KQ25064024/5280_KQ25064024_1_det_91.jpg
UnlabeldImages/KQ25064025/1534_KQ25064025_3.jpg,KQ25064025,759.6206665039062,403.25494384765625,1143.0157470703125,715.5785522460938,0.02804524078965187,
UnlabeldImages/KQ25064025/4685_KQ25064025_1.jpg,KQ25064025,437,337,948,900,0.9338189959526062,train/KQ25064025/4685_KQ25064025_1_det_93.jpg
UnlabeldImages/KQ25064025/5611_KQ25064025_2.jpg,KQ25064025,262,133,1279,1174,0.9446766972541809,train/KQ25064025/5611_KQ25064025_2_det_94.jpg
UnlabeldImages/KQ25064026/2815_KQ25064026_2.jpg,KQ25064026,428.14715576171875,488.04132080078125,692.5916137695312,754.9821166992188,0.03407718986272812,
UnlabeldImages/KQ25064026/4374_KQ25064026_1.jpg,KQ25064026,306,101,937,903,0.9064264893531799,train/KQ25064026/4374_KQ25064026_1_det_90.jpg
UnlabeldImages/KQ25064026/7486_KQ25064026_3.jpg,KQ25064026,154,359,1139,1395,0.9268661141395569,train/KQ25064026/7486_KQ25064026_3_det_92.jpg
UnlabeldImages/KQ25064027/1996_KQ25064027_2.jpg,KQ25064027,281,309,580,654,0.9155060648918152,train/KQ25064027/1996_KQ25064027_2_det_91.jpg
UnlabeldImages/KQ25064027/5234_KQ25064027_1.jpg,KQ25064027,440,268,813,642,0.8752689957618713,train/KQ25064027/5234_KQ25064027_1_det_87.jpg
UnlabeldImages/KQ25064027/5956_KQ25064027_3.jpg,KQ25064027,,,,,,
UnlabeldImages/KQ25064028/6811_KQ25064028_3.jpg,KQ25064028,,,,,,
UnlabeldImages/KQ25064028/7343_KQ25064028_1.jpg,KQ25064028,368,350,858,880,0.9288694858551025,train/KQ25064028/7343_KQ25064028_1_det_92.jpg
UnlabeldImages/KQ25064028/7535_KQ25064028_2.jpg,KQ25064028,406,253,853,719,0.9417036771774292,train/KQ25064028/7535_KQ25064028_2_det_94.jpg
UnlabeldImages/KQ25064029/2991_KQ25064029_3.jpg,KQ25064029,,,,,,
UnlabeldImages/KQ25064029/3457_KQ25064029_2.jpg,KQ25064029,255,369,673,770,0.9353822469711304,train/KQ25064029/3457_KQ25064029_2_det_93.jpg
UnlabeldImages/KQ25064029/8922_KQ25064029_1.jpg,KQ25064029,560.5814208984375,430.5551452636719,929.6388549804688,710.637939453125,0.23778365552425385,
UnlabeldImages/KQ25064030/5541_KQ25064030_2.jpg,KQ25064030,328.1164245605469,354.1728210449219,531.6419677734375,621.9453125,0.49845826625823975,
UnlabeldImages/KQ25064030/7984_KQ25064030_1.jpg,KQ25064030,466,449,846,862,0.9273203015327454,train/KQ25064030/7984_KQ25064030_1_det_92.jpg
UnlabeldImages/KQ25064030/8693_KQ25064030_3.jpg,KQ25064030,754.4702758789062,480.6335754394531,941.4434204101562,768.8370971679688,0.06355801224708557,
UnlabeldImages/KQ25064031/1734_KQ25064031_2.jpg,KQ25064031,,,,,,
UnlabeldImages/KQ25064031/6965_KQ25064031_3.jpg,KQ25064031,,,,,,
UnlabeldImages/KQ25064031/7414_KQ25064031_1.jpg,KQ25064031,418,281,619,483,0.8193795084953308,train/KQ25064031/7414_KQ25064031_1_det_81.jpg
UnlabeldImages/KQ25064032/5227_KQ25064032_2.jpg,KQ25064032,508,419,1094,958,0.9339317083358765,train/KQ25064032/5227_KQ25064032_2_det_93.jpg
UnlabeldImages/KQ25064032/7628_KQ25064032_1.jpg,KQ25064032,80,249,1075,1159,0.9518046975135803,train/KQ25064032/7628_KQ25064032_1_det_95.jpg
UnlabeldImages/KQ25064032/9062_KQ25064032_3.jpg,KQ25064032,283.6943359375,371.6678466796875,466.5604553222656,586.3203125,0.09729310870170593,
UnlabeldImages/KQ25064033/2774_KQ25064033_2.jpg,KQ25064033,678,424,934,656,0.9111723303794861,train/KQ25064033/2774_KQ25064033_2_det_91.jpg
UnlabeldImages/KQ25064033/4608_KQ25064033_3.jpg,KQ25064033,338,476,568,697,0.9105517268180847,train/KQ25064033/4608_KQ25064033_3_det_91.jpg
UnlabeldImages/KQ25064033/9295_KQ25064033_1.jpg,KQ25064033,629,475,866,715,0.8932381868362427,train/KQ25064033/9295_KQ25064033_1_det_89.jpg
UnlabeldImages/KQ25064034/5995_KQ25064034_3.jpg,KQ25064034,154,276,642,755,0.9376260042190552,train/KQ25064034/5995_KQ25064034_3_det_93.jpg
UnlabeldImages/KQ25064034/7533_KQ25064034_1.jpg,KQ25064034,38,132,1022,1013,0.9425957202911377,train/KQ25064034/7533_KQ25064034_1_det_94.jpg
UnlabeldImages/KQ25064034/9948_KQ25064034_2.jpg,KQ25064034,499,414,923,834,0.9365969300270081,train/KQ25064034/9948_KQ25064034_2_det_93.jpg
UnlabeldImages/KQ25064035/2411_KQ25064035_1.jpg,KQ25064035,580.8756713867188,284.4411926269531,874.1724853515625,620.5167236328125,0.036349762231111526,
UnlabeldImages/KQ25064035/7043_KQ25064035_3.jpg,KQ25064035,,,,,,
UnlabeldImages/KQ25064035/9145_KQ25064035_2.jpg,KQ25064035,429,180,1067,800,0.9501368403434753,train/KQ25064035/9145_KQ25064035_2_det_95.jpg
UnlabeldImages/KQ25064036/1300_KQ25064036_2.jpg,KQ25064036,264,780,682,1218,0.9326981902122498,train/KQ25064036/1300_KQ25064036_2_det_93.jpg
UnlabeldImages/KQ25064036/5899_KQ25064036_1.jpg,KQ25064036,481,341,983,864,0.8068745136260986,train/KQ25064036/5899_KQ25064036_1_det_80.jpg
UnlabeldImages/KQ25064036/6751_KQ25064036_3.jpg,KQ25064036,180.22164916992188,715.7193603515625,504.0558776855469,1064.6878662109375,0.28916946053504944,
UnlabeldImages/KQ25064037/1411_KQ25064037_1.jpg,KQ25064037,503,536,825,879,0.9110319018363953,train/KQ25064037/1411_KQ25064037_1_det_91.jpg
UnlabeldImages/KQ25064037/4650_KQ25064037_3.jpg,KQ25064037,,,,,,
UnlabeldImages/KQ25064037/8934_KQ25064037_2.jpg,KQ25064037,66,224,571,748,0.9202229380607605,train/KQ25064037/8934_KQ25064037_2_det_92.jpg
UnlabeldImages/KQ25064038/1302_KQ25064038_2.jpg,KQ25064038,580,355,1075,774,0.9328117370605469,train/KQ25064038/1302_KQ25064038_2_det_93.jpg
UnlabeldImages/KQ25064038/4609_KQ25064038_3.jpg,KQ25064038,316,251,802,744,0.938351571559906,train/KQ25064038/4609_KQ25064038_3_det_93.jpg
UnlabeldImages/KQ25064038/5975_KQ25064038_1.jpg,KQ25064038,450,331,912,755,0.9299485087394714,train/KQ25064038/5975_KQ25064038_1_det_92.jpg
UnlabeldImages/KQ25064039/1088_KQ25064039_1.jpg,KQ25064039,529,286,731,527,0.869611382484436,train/KQ25064039/1088_KQ25064039_1_det_86.jpg
UnlabeldImages/KQ25064039/1274_KQ25064039_3.jpg,KQ25064039,252,327,645,764,0.9353184103965759,train/KQ25064039/1274_KQ25064039_3_det_93.jpg
UnlabeldImages/KQ25064039/7295_KQ25064039_2.jpg,KQ25064039,649,432,898,738,0.9003627896308899,train/KQ25064039/7295_KQ25064039_2_det_90.jpg
UnlabeldImages/KQ25064040/1913_KQ25064040_2.jpg,KQ25064040,,,,,,
UnlabeldImages/KQ25064040/3076_KQ25064040_1.jpg,KQ25064040,470,492,843,840,0.9318148493766785,train/KQ25064040/3076_KQ25064040_1_det_93.jpg
UnlabeldImages/KQ25064040/4585_KQ25064040_3.jpg,KQ25064040,,,,,,
UnlabeldImages/KQ25064041/3528_KQ25064041_1.jpg,KQ25064041,71,110,1245,1130,0.9312899112701416,train/KQ25064041/3528_KQ25064041_1_det_93.jpg
UnlabeldImages/KQ25064041/6274_KQ25064041_3.jpg,KQ25064041,0,494,711,1165,0.9341382384300232,train/KQ25064041/6274_KQ25064041_3_det_93.jpg
UnlabeldImages/KQ25064041/8380_KQ25064041_2.jpg,KQ25064041,443,211,1032,733,0.9442160725593567,train/KQ25064041/8380_KQ25064041_2_det_94.jpg
UnlabeldImages/KQ25064042/7699_KQ25064042_1.jpg,KQ25064042,151,0,1016,813,0.9366135597229004,train/KQ25064042/7699_KQ25064042_1_det_93.jpg
UnlabeldImages/KQ25064042/8218_KQ25064042_3.jpg,KQ25064042,,,,,,
UnlabeldImages/KQ25064042/9320_KQ25064042_2.jpg,KQ25064042,31,414,570,952,0.9351885914802551,train/KQ25064042/9320_KQ25064042_2_det_93.jpg
UnlabeldImages/KQ25064043/1193_KQ25064043_3.jpg,KQ25064043,489,472,1215,1268,0.9433252215385437,train/KQ25064043/1193_KQ25064043_3_det_94.jpg
UnlabeldImages/KQ25064043/4928_KQ25064043_1.jpg,KQ25064043,253,358,767,890,0.9372292160987854,train/KQ25064043/4928_KQ25064043_1_det_93.jpg
UnlabeldImages/KQ25064043/8404_KQ25064043_2.jpg,KQ25064043,,,,,,
UnlabeldImages/KQ25064044/1633_KQ25064044_1.jpg,KQ25064044,310,577,963,1166,0.9301357865333557,train/KQ25064044/1633_KQ25064044_1_det_93.jpg
UnlabeldImages/KQ25064044/3179_KQ25064044_3.jpg,KQ25064044,346,429,797,875,0.934764564037323,train/KQ25064044/3179_KQ25064044_3_det_93.jpg
UnlabeldImages/KQ25064044/7091_KQ25064044_2.jpg,KQ25064044,716.8833618164062,511.3444519042969,928.8064575195312,714.093505859375,0.41802507638931274,
UnlabeldImages/KQ25064045/3844_KQ25064045_3.jpg,KQ25064045,56,511,746,1167,0.929427981376648,train/KQ25064045/3844_KQ25064045_3_det_92.jpg
UnlabeldImages/KQ25064045/7378_KQ25064045_2.jpg,KQ25064045,502,767,884,1114,0.8741447925567627,train/KQ25064045/7378_KQ25064045_2_det_87.jpg
UnlabeldImages/KQ25064045/8652_KQ25064045_1.jpg,KQ25064045,377,303,916,802,0.9268598556518555,train/KQ25064045/8652_KQ25064045_1_det_92.jpg
UnlabeldImages/KQ25064046/3001_KQ25064046_1.jpg,KQ25064046,0,249,1119,1549,0.9471216201782227,train/KQ25064046/3001_KQ25064046_1_det_94.jpg
UnlabeldImages/KQ25064046/3954_KQ25064046_3.jpg,KQ25064046,,,,,,
UnlabeldImages/KQ25064046/7794_KQ25064046_2.jpg,KQ25064046,1094.818603515625,1213.073974609375,1278.7171630859375,1706.0,0.02277948334813118,
UnlabeldImages/KQ25064047/6813_KQ25064047_2.jpg,KQ25064047,,,,,,
UnlabeldImages/KQ25064047/9744_KQ25064047_1.jpg,KQ25064047,34,273,928,1146,0.9512871503829956,train/KQ25064047/9744_KQ25064047_1_det_95.jpg
UnlabeldImages/KQ25064047/9914_KQ25064047_3.jpg,KQ25064047,,,,,,
UnlabeldImages/KQ25064048/1108_KQ25064048_2.jpg,KQ25064048,,,,,,
UnlabeldImages/KQ25064048/1962_KQ25064048_1.jpg,KQ25064048,181,173,984,896,0.9560840725898743,train/KQ25064048/1962_KQ25064048_1_det_95.jpg
UnlabeldImages/KQ25064048/9781_KQ25064048_3.jpg,KQ25064048,169,354,697,917,0.9288886785507202,train/KQ25064048/9781_KQ25064048_3_det_92.jpg
UnlabeldImages/KQ25064049/4709_KQ25064049_2.jpg,KQ25064049,337,0,1245,1076,0.9419319033622742,train/KQ25064049/4709_KQ25064049_2_det_94.jpg
UnlabeldImages/KQ25064049/7256_KQ25064049_1.jpg,KQ25064049,341,166,1018,990,0.9272391200065613,train/KQ25064049/7256_KQ25064049_1_det_92.jpg
UnlabeldImages/KQ25064049/9993_KQ25064049_3.jpg,KQ25064049,,,,,,
UnlabeldImages/KQ25064050/2755_KQ25064050_2.jpg,KQ25064050,357.0057678222656,551.1669311523438,615.2556762695312,836.5606689453125,0.12301833182573318,
UnlabeldImages/KQ25064050/7844_KQ25064050_3.jpg,KQ25064050,542.3201293945312,696.5349731445312,853.7366943359375,1122.763916015625,0.07307521998882294,
UnlabeldImages/KQ25064050/7904_KQ25064050_1.jpg,KQ25064050,283,599,914,1129,0.905954897403717,train/KQ25064050/7904_KQ25064050_1_det_90.jpg
UnlabeldImages/KQ25064051/3349_KQ25064051_3.jpg,KQ25064051,313,637,811,1140,0.914611279964447,train/KQ25064051/3349_KQ25064051_3_det_91.jpg
UnlabeldImages/KQ25064051/4498_KQ25064051_2.jpg,KQ25064051,,,,,,
UnlabeldImages/KQ25064051/4874_KQ25064051_1.jpg,KQ25064051,397,414,989,1009,0.7787140011787415,train/KQ25064051/4874_KQ25064051_1_det_77.jpg
UnlabeldImages/KQ25064052/4833_KQ25064052_3.jpg,KQ25064052,,,,,,
UnlabeldImages/KQ25064052/6388_KQ25064052_2.jpg,KQ25064052,338,625,830,1087,0.9332276582717896,train/KQ25064052/6388_KQ25064052_2_det_93.jpg
UnlabeldImages/KQ25064052/9197_KQ25064052_1.jpg,KQ25064052,384,687,877,1083,0.8957618474960327,train/KQ25064052/9197_KQ25064052_1_det_89.jpg
UnlabeldImages/KQ25064053/1684_KQ25064053_3.jpg,KQ25064053,425,306,796,705,0.9288175106048584,train/KQ25064053/1684_KQ25064053_3_det_92.jpg
UnlabeldImages/KQ25064053/3617_KQ25064053_1.jpg,KQ25064053,461.8411865234375,334.04010009765625,747.874755859375,695.0296020507812,0.6608297824859619,
UnlabeldImages/KQ25064053/4910_KQ25064053_2.jpg,KQ25064053,591.017822265625,17.156911849975586,1010.925537109375,590.2640380859375,0.011276100762188435,
UnlabeldImages/KQ25064054/1216_KQ25064054_3.jpg,KQ25064054,31.211599349975586,5.963652610778809,745.3057250976562,702.967041015625,0.040209922939538956,
UnlabeldImages/KQ25064054/7179_KQ25064054_2.jpg,KQ25064054,,,,,,
UnlabeldImages/KQ25064054/7477_KQ25064054_1.jpg,KQ25064054,296,115,1181,980,0.9463508129119873,train/KQ25064054/7477_KQ25064054_1_det_94.jpg
UnlabeldImages/KQ25064055/1579_KQ25064055_2.jpg,KQ25064055,65,271,699,944,0.9474961757659912,train/KQ25064055/1579_KQ25064055_2_det_94.jpg
UnlabeldImages/KQ25064055/5850_KQ25064055_1.jpg,KQ25064055,179,226,990,1033,0.9527999758720398,train/KQ25064055/5850_KQ25064055_1_det_95.jpg
UnlabeldImages/KQ25064055/8335_KQ25064055_3.jpg,KQ25064055,580,187,950,672,0.9150611162185669,train/KQ25064055/8335_KQ25064055_3_det_91.jpg
UnlabeldImages/KQ25064056/1483_KQ25064056_1.jpg,KQ25064056,157,159,920,967,0.950227677822113,train/KQ25064056/1483_KQ25064056_1_det_95.jpg
UnlabeldImages/KQ25064056/1856_KQ25064056_3.jpg,KQ25064056,591,121,1009,641,0.8993175029754639,train/KQ25064056/1856_KQ25064056_3_det_89.jpg
UnlabeldImages/KQ25064056/2430_KQ25064056_2.jpg,KQ25064056,0,274,449,873,0.9250993132591248,train/KQ25064056/2430_KQ25064056_2_det_92.jpg
UnlabeldImages/KQ25064057/2371_KQ25064057_1.jpg,KQ25064057,89,483,484,970,0.8314331769943237,train/KQ25064057/2371_KQ25064057_1_det_83.jpg
UnlabeldImages/KQ25064057/5512_KQ25064057_3.jpg,KQ25064057,198,341,560,739,0.8267836570739746,train/KQ25064057/5512_KQ25064057_3_det_82.jpg
UnlabeldImages/KQ25064057/8703_KQ25064057_2.jpg,KQ25064057,0.0,3.8385066986083984,931.220947265625,1495.345703125,0.07434062659740448,
UnlabeldImages/KQ25064059/3894_KQ25064059_3.jpg,KQ25064059,409.33697509765625,785.6318359375,690.6077270507812,1134.9598388671875,0.4629194736480713,
UnlabeldImages/KQ25064059/4254_KQ25064034_5.jpg,KQ25064059,,,,,,
UnlabeldImages/KQ25064059/9621_KQ25064059_2.jpg,KQ25064059,0.0,473.44976806640625,779.6898803710938,1706.0,0.0304286889731884,
UnlabeldImages/KQ25064060/2525_KQ25064060_2.jpg,KQ25064060,,,,,,
UnlabeldImages/KQ25064060/4616_KQ25064060_1.jpg,KQ25064060,339,0,921,917,0.934684157371521,train/KQ25064060/4616_KQ25064060_1_det_93.jpg
UnlabeldImages/KQ25064060/5541_KQ25064060_3.jpg,KQ25064060,505,252,941,897,0.8773685693740845,train/KQ25064060/5541_KQ25064060_3_det_87.jpg
UnlabeldImages/KQ25064061/2601_KQ25064061_3.jpg,KQ25064061,,,,,,
UnlabeldImages/KQ25064061/3234_KQ25064061_2.jpg,KQ25064061,317,139,642,509,0.9251000285148621,train/KQ25064061/3234_KQ25064061_2_det_92.jpg
UnlabeldImages/KQ25064061/7448_KQ25064061_1.jpg,KQ25064061,583,429,895,756,0.8790020942687988,train/KQ25064061/7448_KQ25064061_1_det_87.jpg
UnlabeldImages/KQ25064062/8644_KQ25064062_1.jpg,KQ25064062,,,,,,
UnlabeldImages/KQ25064062/8940_KQ25064062_3.jpg,KQ25064062,,,,,,
UnlabeldImages/KQ25064062/9082_KQ25064062_2.jpg,KQ25064062,198.2757110595703,188.7255096435547,658.100341796875,752.5691528320312,0.5530107617378235,
UnlabeldImages/KQ25064063/2660_KQ25064063_3.jpg,KQ25064063,287.9510498046875,293.6064758300781,1258.3363037109375,1689.6484375,0.07811921089887619,
UnlabeldImages/KQ25064063/6675_KQ25064063_2.jpg,KQ25064063,91,448,644,1000,0.9321146011352539,train/KQ25064063/6675_KQ25064063_2_det_93.jpg
UnlabeldImages/KQ25064063/8182_KQ25064063_1.jpg,KQ25064063,434,535,825,936,0.9369924664497375,train/KQ25064063/8182_KQ25064063_1_det_93.jpg
UnlabeldImages/KQ25064064/2879_KQ25064064_2.jpg,KQ25064064,494,129,950,575,0.913524329662323,train/KQ25064064/2879_KQ25064064_2_det_91.jpg
UnlabeldImages/KQ25064064/5935_KQ25064064_3.jpg,KQ25064064,117,421,491,833,0.9098085761070251,train/KQ25064064/5935_KQ25064064_3_det_90.jpg
UnlabeldImages/KQ25064064/7678_KQ25064064_1.jpg,KQ25064064,395,358,946,874,0.9356067776679993,train/KQ25064064/7678_KQ25064064_1_det_93.jpg
UnlabeldImages/KQ25064065/1269_KQ25064065_3.jpg,KQ25064065,596,544,905,827,0.9222369194030762,train/KQ25064065/1269_KQ25064065_3_det_92.jpg
UnlabeldImages/KQ25064065/1659_KQ25064065_2.jpg,KQ25064065,271,463,621,786,0.9317814707756042,train/KQ25064065/1659_KQ25064065_2_det_93.jpg
UnlabeldImages/KQ25064065/7332_KQ25064065_1.jpg,KQ25064065,452,295,856,682,0.9171813726425171,train/KQ25064065/7332_KQ25064065_1_det_91.jpg
UnlabeldImages/KQ25064067/1492_KQ25064067_1.jpg,KQ25064067,185,165,763,664,0.9379022717475891,train/KQ25064067/1492_KQ25064067_1_det_93.jpg
UnlabeldImages/KQ25064067/4165_KQ25064067_2.jpg,KQ25064067,280,420,643,767,0.9258089065551758,train/KQ25064067/4165_KQ25064067_2_det_92.jpg
UnlabeldImages/KQ25064067/8014_KQ25064067_3.jpg,KQ25064067,,,,,,
UnlabeldImages/KQ25064068/2539_KQ25064068_1.jpg,KQ25064068,243,98,1121,1029,0.9364663362503052,train/KQ25064068/2539_KQ25064068_1_det_93.jpg
UnlabeldImages/KQ25064068/6131_KQ25064068_2.jpg,KQ25064068,469,276,827,680,0.9257243871688843,train/KQ25064068/6131_KQ25064068_2_det_92.jpg
UnlabeldImages/KQ25064068/6380_KQ25064068_3.jpg,KQ25064068,,,,,,
UnlabeldImages/KQ25064069/6420_KQ25064069_1.jpg,KQ25064069,597,355,818,575,0.8952181935310364,train/KQ25064069/6420_KQ25064069_1_det_89.jpg
UnlabeldImages/KQ25064069/7729_KQ25064069_2.jpg,KQ25064069,281,475,483,720,0.8096319437026978,train/KQ25064069/7729_KQ25064069_2_det_80.jpg
UnlabeldImages/KQ25064069/8645_KQ25064069_3.jpg,KQ25064069,,,,,,
UnlabeldImages/KQ25064070/5895_KQ25064070_2.jpg,KQ25064070,272,395,557,677,0.9563301801681519,train/KQ25064070/5895_KQ25064070_2_det_95.jpg
UnlabeldImages/KQ25064070/7322_KQ25064070_3.jpg,KQ25064070,589,345,902,650,0.8896017074584961,train/KQ25064070/7322_KQ25064070_3_det_88.jpg
UnlabeldImages/KQ25064070/8296_KQ25064070_1.jpg,KQ25064070,413,387,681,654,0.9092041850090027,train/KQ25064070/8296_KQ25064070_1_det_90.jpg
